author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ФСК,developer,https://www.cian.ru/sale/flat/291387041/,Москва,sale,flat,29,29,5,143.8,-1,0,95627000.0,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/293085068/,Москва,sale,flat,5,6,5,260.9,-1,0,583956599.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539813/,Москва,sale,flat,2,7,5,146.0,-1,0,185000000.0,Пресненский,Большой Патриарший переулок,8С1,Маяковская,
ЛСР,developer,https://www.cian.ru/sale/flat/293204047/,Москва,sale,flat,3,15,5,138.4,-1,0,74411452.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/302965842/,Москва,sale,flat,1,11,5,193.0,-1,0,199900000.0,Раменки,Мосфильмовская ,1к3,Ломоносовский проспект,Вишневый сад
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/309166796/,Москва,sale,flat,11,12,5,190.0,-1,0,190000000.0,Хамовники,переулок Хользунова,6,Фрунзенская,
Level Group,developer,https://www.cian.ru/sale/flat/309056823/,Москва,sale,flat,36,48,5,112.0,-1,0,37596199.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/303804931/,Москва,sale,flat,4,7,5,220.0,-1,0,130000000.0,Крылатское,Крылатская ,45К1,Крылатское,Долина грез
Est-a-Tet – Вторичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308843316/,Москва,sale,flat,2,16,5,111.9,-1,0,23000000.0,Южное Бутово,Скобелевская ,23,Улица Скобелевская,
494 УНР,developer,https://www.cian.ru/sale/flat/304416258/,Москва,sale,flat,12,16,5,175.0,-1,0,100642500.0,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298986004/,Москва,sale,flat,7,7,5,341.0,-1,0,430000000.0,Хамовники,1-й Обыденский переулок,7,Кропоткинская,
Зиля Карамова,realtor,https://www.cian.ru/sale/flat/231550821/,Москва,sale,flat,6,6,5,200.0,-1,0,90423900.0,Тверской,Тверская ,12С7,Пушкинская,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/303539292/,Москва,sale,flat,28,35,5,132.0,-1,0,47405988.0,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308009499/,Москва,sale,flat,3,19,5,217.2,-1,0,84900000.0,Проспект Вернадского, Лобачевского,92К4,Мичуринский проспект,
ID 77800543,realtor,https://www.cian.ru/sale/flat/308991920/,Москва,sale,flat,6,21,5,110.3,-1,0,75000000.0,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Level Group,developer,https://www.cian.ru/sale/flat/309056633/,Москва,sale,flat,54,64,5,109.7,-1,0,37554379.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/307941665/,Москва,sale,flat,41,41,5,165.0,-1,0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300475525/,Москва,sale,flat,3,6,5,340.0,-1,0,484500000.0,Филевский парк,Звенигородская ,16к2,Кунцевская,
А101,developer,https://www.cian.ru/sale/flat/306737805/,Москва,sale,flat,17,17,5,121.8,-1,0,29143451.0,,,25.7,Бунинская аллея,Скандинавия ЖК
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/293092400/,Москва,sale,flat,9,19,5,180.8,-1,0,74500000.0,Хорошевский, Викторенко,4К1,Аэропорт,
Замоскворечье,real_estate_agent,https://www.cian.ru/sale/flat/308163983/,Москва,sale,flat,4,8,5,155.0,-1,0,39000000.0,Измайлово,Верхняя Первомайская ,39,Первомайская,
INGRAD,developer,https://www.cian.ru/sale/flat/304076730/,Москва,sale,flat,2,19,5,152.63,-1,0,76040380.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303394836/,Москва,sale,flat,3,6,5,301.5,-1,0,285000000.0,Хамовники,1-й Зачатьевский переулок,6,Кропоткинская,
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/307656963/,Москва,sale,flat,7,8,5,206.5,-1,0,631337399.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,
Sminex,developer,https://www.cian.ru/sale/flat/306155214/,Москва,sale,flat,18,22,5,219.4,-1,0,243030000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304431057/,Москва,sale,flat,9,10,5,320.0,-1,0,535293549.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Валентина Егорова,realtor,https://www.cian.ru/sale/flat/304008107/,Москва,sale,flat,10,17,5,110.1,-1,0,39800000.0,Черемушки,Новочеремушкинская ,57к2,Новые Черёмушки,
Level Group,developer,https://www.cian.ru/sale/flat/308959702/,Москва,sale,flat,41,42,5,180.9,-1,0,,Очаково-Матвеевское,,к2,Мичуринский проспект,Левел Мичуринский ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303858268/,Москва,sale,flat,13,20,5,248.1,-1,0,90000000.0,Черемушки, Каховка,32/71,Зюзино,
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/306925220/,Москва,sale,flat,40,48,5,172.0,-1,0,79900000.0,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
МОСФИЛД,representative_developer,https://www.cian.ru/sale/flat/275277386/,Москва,sale,flat,2,14,5,249.2,-1,0,348880000.0,Раменки,,,Поклонная,Вудс ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305062342/,Москва,sale,flat,24,24,5,205.5,-1,0,139000000.0,Можайский,Можайское шоссе,22к1,Рабочий посёлок,
Бест на Речном,real_estate_agent,https://www.cian.ru/sale/flat/305620404/,Москва,sale,flat,3,16,5,111.9,-1,0,27999999.0,Братеево,Братеевская ,18К5,Алма-Атинская,
А101,developer,https://www.cian.ru/sale/flat/307513786/,Москва,sale,flat,4,16,5,125.7,-1,0,28602878.0,,,,Новомосковская,Скандинавия
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779248/,Москва,sale,flat,1,3,5,168.4,-1,0,194652199.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
Villagio Realty,official_representative,https://www.cian.ru/sale/flat/308262853/,Москва,sale,flat,17,17,5,148.0,-1,0,120000000.0,Даниловский,проспект Лихачева,10к1,Технопарк,Квартал на набережной NOW
А101,developer,https://www.cian.ru/sale/flat/306737746/,Москва,sale,flat,13,16,5,125.3,-1,0,31406069.0,,,,Новомосковская,Скандинавия
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304354216/,Москва,sale,flat,5,5,5,314.5,-1,0,220000000.0,Басманный,переулок Гусятников,13/3,Чистые пруды,
Ольга Леонтьева,realtor,https://www.cian.ru/sale/flat/309127115/,Москва,sale,flat,8,17,5,135.0,-1,0,34880000.0,Тропарево-Никулино,Никулинская ,15К2,Озёрная,
Level Group,developer,https://www.cian.ru/sale/flat/308959866/,Москва,sale,flat,20,30,5,116.1,-1,0,,Очаково-Матвеевское,,к3,Аминьевская,Левел Мичуринский ЖК
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/305623532/,Москва,sale,flat,33,64,5,184.0,-1,0,125356016.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/307949667/,Москва,sale,flat,41,41,5,165.0,-1,0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
А101,developer,https://www.cian.ru/sale/flat/306737816/,Москва,sale,flat,17,17,5,139.3,-1,0,31610653.0,,,25.7,Бунинская аллея,Скандинавия ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305062284/,Москва,sale,flat,5,7,5,286.5,-1,0,1300000000.0,Хамовники, Пречистенка,13,Кропоткинская,Пречистенка 13
Сириус,real_estate_agent,https://www.cian.ru/sale/flat/302866926/,Москва,sale,flat,2,2,5,145.0,-1,0,19900000.0,, Березовая,4,Прокшино,
Донстрой,developer,https://www.cian.ru/sale/flat/308969174/,Москва,sale,flat,3,19,5,168.0,-1,0,102866400.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/179176213/,Москва,sale,flat,2,5,5,164.0,-1,0,170000000.0,Хамовники,Староконюшенный переулок,15,Кропоткинская,
Sminex,developer,https://www.cian.ru/sale/flat/306154993/,Москва,sale,flat,22,23,5,272.7,-1,0,418310000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308811604/,Москва,sale,flat,6,6,5,283.0,-1,0,566000000.0,Басманный,Казарменный переулок,3С6,Курская,
ESTMAN,real_estate_agent,https://www.cian.ru/sale/flat/302627329/,Москва,sale,flat,15,17,5,160.0,-1,0,24500000.0,,,20А,Новомосковская,
Capital Group,developer,https://www.cian.ru/sale/flat/284503854/,Москва,sale,flat,61,67,5,169.0,-1,0,226612100.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306522821/,Москва,sale,flat,4,6,5,242.7,-1,0,701028300.0,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
Место,real_estate_agent,https://www.cian.ru/sale/flat/306414838/,Москва,sale,flat,8,14,5,139.6,-1,0,42750000.0,Бабушкинский, Летчика Бабушкина,22,Бабушкинская,
INGRAD,developer,https://www.cian.ru/sale/flat/304076742/,Москва,sale,flat,8,19,5,204.82,-1,0,103766320.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/306309018/,Москва,sale,flat,7,10,5,192.45,-1,0,85000000.0,Лефортово, Золоторожский Вал,8,Серп и Молот,Золоторожский
Ирина Котурга,realtor,https://www.cian.ru/sale/flat/308567303/,Москва,sale,flat,16,21,5,107.6,-1,0,40500000.0,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
МОСФИЛД,representative_developer,https://www.cian.ru/sale/flat/275277408/,Москва,sale,flat,2,18,5,250.0,-1,0,275000000.0,Раменки,2-й Мосфильмовский переулок,5,Ломоносовский проспект,Woods
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307538884/,Москва,sale,flat,3,8,5,221.8,-1,0,257500000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/308752957/,Москва,sale,flat,3,7,5,178.0,-1,0,195000000.0,Басманный,Чистопрудный бульвар,14С3,Чистые пруды,
Sminex,developer,https://www.cian.ru/sale/flat/306155260/,Москва,sale,flat,22,23,5,298.3,-1,0,472040000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/291628513/,Москва,sale,flat,4,15,5,200.0,-1,0,210000000.0,Якиманка, Большая Якиманка,22К3,Полянка,Коперник
Лариса Стрыкова,realtor,https://www.cian.ru/sale/flat/302651039/,Москва,sale,flat,1,22,5,167.4,-1,0,31000000.0,Марьино,Мячковский бульвар,31/19,Марьино,
НеоСтрой,developer,https://www.cian.ru/sale/flat/300659750/,Москва,sale,flat,7,8,5,292.0,-1,0,793035956.0,Красносельский,Костянский переулок,13,Сретенский бульвар,Клубный дом TURGENEV
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301031464/,Москва,sale,flat,4,7,5,340.0,-1,0,972300000.0,Хамовники, Ефремова,19к4,Спортивная,Knightsbridge Private Park
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/308234040/,Москва,sale,flat,10,14,5,265.5,-1,0,138000000.0,Крылатское, Крылатские Холмы,47,Крылатское,
INGRAD,developer,https://www.cian.ru/sale/flat/304076541/,Москва,sale,flat,15,16,5,149.23,-1,0,92627061.0,Даниловский,Г мкр,9,Автозаводская,Форивер ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305271469/,Москва,sale,flat,4,5,5,190.0,-1,0,147000000.0,Хамовники,переулок Плотников,3,Смоленская,
Ольга Фраткина,realtor,https://www.cian.ru/sale/flat/295070562/,Москва,sale,flat,10,17,5,175.8,-1,0,40000000.0,Можайский,Дорогобужская ,3,Рабочий посёлок,
Level Group,developer,https://www.cian.ru/sale/flat/309056630/,Москва,sale,flat,53,64,5,113.7,-1,0,35349135.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/295411365/,Москва,sale,flat,3,5,5,245.9,-1,0,285000000.0,Хамовники, Пречистенка,27,Парк Культуры,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308747172/,Москва,sale,flat,45,58,5,114.1,-1,0,57000000.0,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
Optima Development,developer,https://www.cian.ru/sale/flat/305654512/,Москва,sale,flat,15,41,5,225.2,-1,0,153564000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297633649/,Москва,sale,flat,4,7,5,252.0,-1,0,486000000.0,Хамовники,Большой Левшинский переулок,11,Смоленская,Дворянское гнездо
Optima Development,developer,https://www.cian.ru/sale/flat/301041547/,Москва,sale,flat,20,41,5,163.0,-1,0,117360000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/309205057/,Москва,sale,flat,22,22,5,144.8,-1,0,96000000.0,Хорошево-Мневники,Жилой комплекс остров,7,Терехово ,Остров
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/308679373/,Москва,sale,flat,24,25,5,314.0,-1,0,135000000.0,Покровское-Стрешнево,Сосновая аллея,1,Щукинская,Зодиак
Level Group,developer,https://www.cian.ru/sale/flat/308683220/,Москва,sale,flat,20,21,5,116.8,-1,0,58570058.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/294814201/,Москва,sale,flat,6,6,5,241.4,-1,0,265320000.0,Раменки,Минская ,2Вк3,Минская,Снегири Эко
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/302961030/,Москва,sale,flat,8,8,5,205.0,-1,0,242000000.0,Хамовники, Хамовнический Вал,36,Спортивная,Лужники Хаус
Optima Development,developer,https://www.cian.ru/sale/flat/305654511/,Москва,sale,flat,15,41,5,188.9,-1,0,131240000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303272863/,Москва,sale,flat,2,7,5,390.0,-1,0,600000000.0,Арбат, Арбат,27/47,Арбатская,
МАЯК,real_estate_agent,https://www.cian.ru/sale/flat/308933959/,Москва,sale,flat,1,9,5,83.0,-1,0,18500000.0,Ховрино,Онежская ,47,Моссельмаш,
Optima Development,developer,https://www.cian.ru/sale/flat/301041412/,Москва,sale,flat,20,41,5,164.4,-1,0,126885354.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309144250/,Москва,sale,flat,27,31,5,212.0,-1,0,120000000.0,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера
Юрий Луизо,realtor,https://www.cian.ru/sale/flat/302616034/,Москва,sale,flat,6,17,5,140.2,-1,0,87500000.0,Сокольники,2-й Полевой переулок,2К3,Сокольники,
А101,developer,https://www.cian.ru/sale/flat/306759715/,Москва,sale,flat,2,12,5,165.0,-1,0,33655784.0,,,5.1.1,Прокшино,Прокшино ЖК
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/305429961/,Москва,sale,flat,5,7,5,358.0,-1,0,550000000.0,Хамовники,Колымажный переулок,10,Кропоткинская,Колымажный 10
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/304578205/,Москва,sale,flat,11,22,5,430.0,-1,0,875934899.0,Якиманка,Якиманский переулок,6,Октябрьская,Имперский дом
КОРТРОС,developer,https://www.cian.ru/sale/flat/306568198/,Москва,sale,flat,32,32,5,157.0,-1,0,105190000.0,Останкинский, Годовикова,11к4,Алексеевская,iLove
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303459029/,Москва,sale,flat,2,6,5,238.3,-1,0,262130000.0,Раменки,Минская ,2Вк3,Минская,Снегири Эко
Русь,real_estate_agent,https://www.cian.ru/sale/flat/309100853/,Москва,sale,flat,6,6,5,129.0,-1,0,39998000.0,Восточное Измайлово,Нижняя Первомайская ,64,Первомайская,
Донстрой,developer,https://www.cian.ru/sale/flat/308968829/,Москва,sale,flat,8,9,5,165.8,-1,0,159473280.0,Хорошево-Мневники, Нижние Мневники,10,Терехово ,Остров
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/308305897/,Москва,sale,flat,4,6,5,240.0,-1,0,267000000.0,Покровское-Стрешнево,Береговая ,4К3,Стрешнево,Покровский берег
Артем Косяков,realtor,https://www.cian.ru/sale/flat/306447316/,Москва,sale,flat,5,16,5,112.2,-1,0,25900000.0,Митино,Пятницкое шоссе,6К3,Волоколамская,
Capital Group,developer,https://www.cian.ru/sale/flat/309100920/,Москва,sale,flat,9,67,5,151.4,-1,0,189250000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296106341/,Москва,sale,flat,4,8,5,412.0,-1,0,400983531.0,Хамовники,Земледельческий переулок,11,Киевская,
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/291965660/,Москва,sale,flat,2,3,5,234.7,-1,0,125000000.0,Хорошево-Мневники,Таманская ,3с21,Народное Ополчение,Берег столицы
Optima Development,developer,https://www.cian.ru/sale/flat/305654483/,Москва,sale,flat,15,41,5,251.7,-1,0,187318000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304191642/,Москва,sale,flat,14,17,5,208.0,-1,0,69950000.0,Раменки,Мичуринский проспект,19К2,Раменки,
Замоскворечье,real_estate_agent,https://www.cian.ru/sale/flat/308895516/,Москва,sale,flat,5,6,5,192.0,-1,0,26000000.0,,,9,Филатов Луг,
Optima Development,developer,https://www.cian.ru/sale/flat/301041574/,Москва,sale,flat,15,41,5,204.3,-1,0,135847821.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк
KINS Group,real_estate_agent,https://www.cian.ru/sale/flat/301987457/,Москва,sale,flat,2,8,5,100.3,-1,0,29900000.0,Лефортово,Авиамоторная ,51,Авиамоторная,
Capital Group,developer,https://www.cian.ru/sale/flat/284503860/,Москва,sale,flat,62,67,5,162.3,-1,0,182725455.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307984121/,Москва,sale,flat,41,41,5,165.0,-1,0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539831/,Москва,sale,flat,3,5,5,304.0,-1,0,156990000.0,Басманный,Петроверигский переулок,6-8-10С4,Китай-город,
Донстрой,developer,https://www.cian.ru/sale/flat/308968961/,Москва,sale,flat,7,19,5,159.8,-1,0,114896200.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539851/,Москва,sale,flat,8,9,5,165.0,-1,0,73000000.0,Басманный,Новорязанская ,30А,Комсомольская,
ID 413522,realtor,https://www.cian.ru/sale/flat/306894664/,Москва,sale,flat,10,11,5,121.7,-1,0,68000000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
Level Group,developer,https://www.cian.ru/sale/flat/309056642/,Москва,sale,flat,56,64,5,111.1,-1,0,39218539.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304778171/,Москва,sale,flat,2,20,5,157.0,-1,0,57500000.0,Кунцево, Маршала Тимошенко,17К2,Крылатское,
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/300276890/,Москва,sale,flat,9,14,5,136.0,-1,0,92000000.0,Раменки,проспект Генерала Дорохова,39к2В,Минская,Собрание клубных домов West Garden
А101,developer,https://www.cian.ru/sale/flat/306742613/,Москва,sale,flat,2,15,5,136.7,-1,0,30373121.0,, Лобановский Лес,11,Прокшино,Прокшино
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295155736/,Москва,sale,flat,8,9,5,235.0,-1,0,261000000.0,Замоскворечье,Руновский переулок,12,Новокузнецкая,
Екатерина Еряшева,realtor,https://www.cian.ru/sale/flat/287569091/,Москва,sale,flat,2,7,5,116.0,-1,0,33500000.0,Южнопортовый,Новоостаповская ,4К2,Дубровка,
Capital Group,developer,https://www.cian.ru/sale/flat/284503870/,Москва,sale,flat,63,67,5,195.1,-1,0,227057380.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/274711354/,Москва,sale,flat,3,14,5,220.0,-1,0,119000000.0,Мещанский,Слесарный переулок,3,Проспект Мира,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308525225/,Москва,sale,flat,6,6,5,522.0,-1,0,270000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
INGRAD,developer,https://www.cian.ru/sale/flat/304076738/,Москва,sale,flat,3,19,5,204.35,-1,0,101352600.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/304703170/,Москва,sale,flat,9,11,5,304.4,-1,0,579906250.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
i-deal,real_estate_agent,https://www.cian.ru/sale/flat/306313643/,Москва,sale,flat,3,14,5,130.5,-1,0,20900000.0,Некрасовка,2-я Вольская ,20,Люберцы,
Киноцентр,developer,https://www.cian.ru/sale/flat/308070377/,Москва,sale,flat,14,20,5,216.5,-1,0,270625000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297898136/,Москва,sale,flat,6,7,5,271.7,-1,0,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/294781842/,Москва,sale,flat,7,12,5,350.0,-1,0,315000000.0,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
ENGEO Development,developer,https://www.cian.ru/sale/flat/300660135/,Москва,sale,flat,4,6,5,275.2,-1,0,553770000.0,Тверской, Большая Дмитровка,9С5,Охотный ряд,Большая Дмитровка IX
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/306973958/,Москва,sale,flat,5,5,5,261.0,-1,0,370000000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301107332/,Москва,sale,flat,4,6,5,219.0,-1,0,319716238.0,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11
Киноцентр,developer,https://www.cian.ru/sale/flat/307004353/,Москва,sale,flat,19,20,5,197.9,-1,0,191963000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
AB Development,developer,https://www.cian.ru/sale/flat/285385736/,Москва,sale,flat,1,11,5,206.0,-1,0,195994500.0,Раменки,Мосфильмовская ,1к10,Ломоносовский проспект,Вишневый сад
Capital Group,developer,https://www.cian.ru/sale/flat/294649478/,Москва,sale,flat,60,67,5,153.6,-1,0,200133120.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Capital Group,developer,https://www.cian.ru/sale/flat/284503838/,Москва,sale,flat,59,67,5,197.2,-1,0,199566400.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/308341170/,Москва,sale,flat,4,6,5,184.4,-1,0,205000000.0,Тверской,Петровский бульвар,17/1,Пушкинская,
КОРТРОС,developer,https://www.cian.ru/sale/flat/307731203/,Москва,sale,flat,41,49,5,206.56,-1,0,206560000.0,Марьина роща, Веткина,2С8,Марьина Роща,TATE 
AB Development,developer,https://www.cian.ru/sale/flat/305273382/,Москва,sale,flat,4,11,5,211.0,-1,0,205393500.0,Раменки,Мосфильмовская ,1к10,Ломоносовский проспект,Вишневый сад
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308801371/,Москва,sale,flat,18,21,5,190.0,-1,0,210000000.0,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
AB Development,developer,https://www.cian.ru/sale/flat/285385856/,Москва,sale,flat,2,12,5,210.0,-1,0,210310000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Capital Group,developer,https://www.cian.ru/sale/flat/284503853/,Москва,sale,flat,61,67,5,195.1,-1,0,212249290.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Sminex,developer,https://www.cian.ru/sale/flat/306155409/,Москва,sale,flat,8,10,5,205.5,-1,0,212790000.0,Пресненский,2-я Черногрязская ,,Улица 1905 года,Квартал LIFE TIME
Sminex,developer,https://www.cian.ru/sale/flat/306155407/,Москва,sale,flat,9,10,5,204.7,-1,0,220010000.0,Пресненский,2-я Черногрязская ,,Улица 1905 года,Квартал LIFE TIME
AB Development,developer,https://www.cian.ru/sale/flat/285385867/,Москва,sale,flat,4,12,5,211.0,-1,0,221130000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Киноцентр,developer,https://www.cian.ru/sale/flat/307004330/,Москва,sale,flat,14,20,5,216.0,-1,0,220320000.0,Пресненский, Красная Пресня,3,Краснопресненская,SkyView
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/308883086/,Москва,sale,flat,2,10,5,250.0,-1,0,225000000.0,Хамовники,3-я Фрунзенская ,5к1,Фрунзенская,Спорт Хаус
Capital Group,developer,https://www.cian.ru/sale/flat/305787508/,Москва,sale,flat,40,67,5,207.1,-1,0,231952000.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Sminex,developer,https://www.cian.ru/sale/flat/307188131/,Москва,sale,flat,11,22,5,226.4,-1,0,242770000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
