author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303776402/,Москва,sale,flat,16,17,1,27.0,-1,0,13000000.0,Левобережный,Смольная ,44к1,Беломорская,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/307213696/,Москва,sale,flat,6,19,1,37.5,-1,0,8500000.0,,,к1.1,Бунинская аллея,Бунинские Кварталы ЖК
ФСК,developer,https://www.cian.ru/sale/flat/307584811/,Москва,sale,flat,22,44,1,33.4,-1,0,14884643.0,Покровское-Стрешнево,,,Трикотажная,Скай Гарден ЖК
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/303275078/,Москва,sale,flat,9,16,1,42.4,-1,0,18500000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/308016731/,Москва,sale,flat,2,4,1,20.5,-1,0,10000000.0,Басманный, Радио,14С1,Бауманская,
Новое Летово,developer,https://www.cian.ru/sale/flat/296320762/,Москва,sale,flat,2,7,1,39.0,-1,0,11571300.0,,,к1,Филатов Луг,Новое Летово ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/298882717/,Москва,sale,flat,9,9,1,36.5,-1,0,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,
ID 88424902,unknown,https://www.cian.ru/sale/flat/308261330/,Москва,sale,flat,2,10,1,36.0,-1,0,9870000.0,, Золотошвейная,6,Филатов Луг,
Спартак,developer,https://www.cian.ru/sale/flat/297680770/,Москва,sale,flat,13,14,1,108.0,-1,0,27594000.0,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,Комплекс апартаментов LES
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/308862796/,Москва,sale,flat,13,20,1,48.9,-1,0,26500000.0,Раменки, Василия Ланового,3,Аминьевская,Событие
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/302503912/,Москва,sale,flat,2,14,1,38.7,-1,0,10999999.0,Марьино,Новочеркасский бульвар,36,Марьино,
АЙГРИН,developer,https://www.cian.ru/sale/flat/300193663/,Москва,sale,flat,6,14,1,38.94,-1,0,11590894.0,Силино,проспект Генерала Алексеева,17с1,Зеленоград — Крюково,Апарт-отель Сигма Силино
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297758518/,Москва,sale,flat,8,21,1,44.5,-1,0,22100000.0,Хорошево-Мневники,Жилой комплекс остров,2-й кв-л,Мнёвники,Остров
