location,residential_complex,district,rooms_count,total_meters,floor,floors_count,underground,price,price_for_m
Москва,Эдельвейс ЖК,Фрунзенская,3,80.1,2,9,Крёкшино,10092600,126000
Москва,Родные кварталы ЖК,Фрунзенская,3,59.4,10,10,Толстопальцево,10149043,170859
Москва,Эдельвейс,Фрунзенская,3,80.8,2,9,Крёкшино,10180800,126000
Москва,Родные кварталы ЖК,Фрунзенская,3,57.0,7,10,Толстопальцево,10317691,181012
Москва,Эдельвейс,Фрунзенская,3,80.8,8,9,Крёкшино,10400000,128712
Москва,Эдельвейс ЖК,Фрунзенская,3,83.8,2,9,Крёкшино,10391200,124000
Москва,Родные кварталы ЖК,Фрунзенская,3,62.8,2,9,Толстопальцево,10439056,166227
Москва,Родные кварталы ЖК,Фрунзенская,3,62.3,3,10,Толстопальцево,10427279,167372
Москва,Эдельвейс,Фрунзенская,3,85.9,2,9,Крёкшино,10651600,123999
Москва,Родные кварталы ЖК,Фрунзенская,3,60.1,2,9,Толстопальцево,10729725,178531
Москва,Движение. Говорово ЖК,Фрунзенская,3,54.35,2,15,Солнцево,10821085,199099
Москва,Родные кварталы ЖК,Фрунзенская,3,60.6,2,9,Толстопальцево,10797066,178169
Москва,Родные кварталы ЖК,Фрунзенская,3,70.6,2,9,Толстопальцево,10821618,153280
Москва,Родные кварталы ЖК,Фрунзенская,3,56.8,3,9,Толстопальцево,10773336,189671
Москва,Эдельвейс,Фрунзенская,3,88.6,2,9,Крёкшино,10986400,124000
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,58.0,14,19,Улица Горчакова,10940546,188630
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,58.4,2,18,Бунинская аллея,10934214,187229
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,60.2,9,9,Улица Горчакова,10999299,182712
Москва,Не указано,Люблино,3,52.5,4,9,Люблино,10990000,209333
Москва,Остафьево ЖК,Фрунзенская,3,78.33,14,14,Щербинка,11036364,140895
Москва,Эдельвейс ЖК,Фрунзенская,3,81.52,3,7,Рассказовка,11086720,136000
Москва,Движение. Говорово ЖК,Фрунзенская,3,54.78,1,15,Солнцево,11098428,202599
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,60.1,3,9,Улица Горчакова,11008559,183170
Москва,Родные кварталы ЖК,Фрунзенская,3,60.2,5,10,Толстопальцево,11079151,184039
Москва,Квартал Марьино ЖК,Фрунзенская,3,78.52,15,17,Филатов Луг,11134136,141800
Москва,Квартал Западный ЖК,Фрунзенская,3,73.73,2,6,Рассказовка,11181045,151648
Москва,Эдельвейс,Фрунзенская,3,88.6,4,9,Крёкшино,11163600,126000
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,59.3,12,19,Улица Горчакова,11102081,187218
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,61.2,5,17,Улица Горчакова,11193027,182892
Москва,Родные кварталы ЖК,Фрунзенская,3,50.7,3,9,Толстопальцево,11180364,220519
Москва,Квартал Марьино ЖК,Фрунзенская,3,78.48,17,17,Филатов Луг,11184891,142518
Москва,Движение. Говорово ЖК,Фрунзенская,3,52.54,1,15,Солнцево,11203120,213230
Москва,Движение. Говорово ЖК,Фрунзенская,3,48.87,3,15,Румянцево,11231512,229824
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,56.7,2,9,Улица Горчакова,11295547,199215
Москва,Не указано,Фрунзенская,3,73.0,7,9,Крёкшино,11300000,154794
Москва,Эдельвейс ЖК,Фрунзенская,3,85.72,2,7,Рассказовка,11400760,133000
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,60.9,13,17,Улица Горчакова,11407276,187311
Москва,Родные кварталы ЖК,Фрунзенская,3,63.4,7,10,Толстопальцево,11425662,180215
Москва,Цветочные Поляны,Фрунзенская,3,64.9,2,16,Филатов Луг,11390388,175506
Москва,Подольские Кварталы ЖК,Фрунзенская,3,78.53,4,9,Силикатная,11338476,144384
Москва,Квартал Западный ЖК,Фрунзенская,3,69.98,1,14,Рассказовка,11304919,161544
Москва,Не указано,Фрунзенская,3,56.5,3,4,Крёкшино,11500000,203539
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,56.3,3,9,Кедровая,11497000,204209
Москва,Движение. Говорово ЖК,Фрунзенская,3,59.3,2,15,Солнцево,11539780,194600
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.1,4,19,Улица Горчакова,11529165,182712
Москва,Родные кварталы ЖК,Фрунзенская,3,57.4,2,10,Толстопальцево,11474802,199909
Москва,Родные кварталы ЖК,Фрунзенская,3,53.6,4,10,Толстопальцево,11457248,213754
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,56.8,2,9,Улица Горчакова,11495070,202377
Москва,Цветочные Поляны,Фрунзенская,3,64.1,11,16,Филатов Луг,11612613,181164
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,56.6,5,11,Кедровая,11635000,205565
Москва,Родные кварталы ЖК,Фрунзенская,3,70.0,4,9,Толстопальцево,11594421,165634
Москва,Родные кварталы ЖК,Фрунзенская,3,62.0,9,9,Толстопальцево,11579337,186763
Москва,Не указано,Чертаново Южное,3,58.3,2,9,Улица Академика Янгеля,11700000,200686
Москва,Квартал Западный ЖК,Фрунзенская,3,78.08,1,14,Рассказовка,11672023,149487
Москва,Цветочные Поляны ЖК,Фрунзенская,3,80.96,2,17,Филатов Луг,11669231,144135
Москва,Цветочные Поляны,Фрунзенская,3,64.9,9,16,Филатов Луг,11755013,181125
Москва,Новое Внуково ЖК,Фрунзенская,3,66.57,8,9,Рассказовка,11776699,176907
Москва,Не указано,Орехово-Борисово Южное,3,60.3,6,9,Зябликово,11700000,194029
Москва,Родные кварталы ЖК,Фрунзенская,3,76.0,2,10,Толстопальцево,11745327,154543
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,58.7,2,9,Кедровая,11693000,199199
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,57.8,4,9,Кедровая,11716000,202698
Москва,Родные кварталы ЖК,Фрунзенская,3,59.9,7,10,Толстопальцево,11897313,198619
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,61.1,3,14,Кедровая,11805000,193207
Москва,Квартал Марьино ЖК,Фрунзенская,3,87.61,12,17,Филатов Луг,11881756,135621
Москва,Не указано,Лосиноостровский,3,49.5,8,9,Медведково,11900000,240404
Москва,Молжаниново ЖК,Молжаниновский,3,78.44,16,16,Новоподрезково,11978965,152715
Москва,Деснаречье ЖК,Фрунзенская,3,52.8,14,15,Ольховая,11943042,226193
Москва,Движение. Говорово ЖК,Фрунзенская,3,58.39,4,15,Солнцево,11957424,204785
Москва,Движение. Говорово ЖК,Фрунзенская,3,50.26,2,15,Солнцево,11927019,237306
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,61.6,4,14,Кедровая,11948000,193961
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,61.5,2,17,Улица Горчакова,11972697,194678
Москва,Не указано,Рязанский,3,58.1,9,9,Рязанский проспект,12000000,206540
Москва,Не указано,Восточное Дегунино,3,52.0,8,9,Дегунино,12100000,232692
Москва,Троицк Е-39 (Фаворит),Фрунзенская,3,78.3,14,17,Троицк,12000000,153256
Москва,Остафьево ЖК,Фрунзенская,3,78.33,2,12,Щербинка,12148200,155090
Москва,Квартал Западный ЖК,Фрунзенская,3,52.0,7,7,Санино,12000000,230769
Москва,Движение. Говорово ЖК,Фрунзенская,3,59.3,6,15,Румянцево,12065039,203457
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,57.4,17,18,Бунинская аллея,12061112,210123
Москва,Родные кварталы ЖК,Фрунзенская,3,79.1,6,10,Толстопальцево,12028286,152064
Москва,Родные кварталы ЖК,Фрунзенская,3,75.7,3,10,Толстопальцево,12117905,160078
Москва,Квартал Западный ЖК,Фрунзенская,3,81.44,2,12,Рассказовка,12053466,148004
Москва,Детали ЖК,Фрунзенская,3,66.0,8,23,Филатов Луг,12164841,184315
Москва,Остафьево ЖК,Фрунзенская,3,78.33,2,14,Щербинка,12198253,155729
Москва,Остафьево ЖК,Фрунзенская,3,78.33,2,12,Щербинка,12244389,156318
Москва,Родные кварталы ЖК,Фрунзенская,3,75.0,6,10,Толстопальцево,12196760,162623
Москва,Родные кварталы ЖК,Фрунзенская,3,74.9,2,10,Толстопальцево,12182352,162648
Москва,Не указано,Вешняки,3,68.4,3,9,Новогиреево,12350000,180555
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.9,16,18,Бунинская аллея,12325313,192884
Москва,Родные кварталы ЖК,Фрунзенская,3,79.5,2,10,Толстопальцево,12397230,155940
Москва,Квартал Западный ЖК,Фрунзенская,3,76.47,2,6,Рассказовка,12363746,161680
Москва,Тропарево Парк,Фрунзенская,3,64.09,14,23,Румянцево,12277920,191573
Москва,Эко Бунино ЖК,Фрунзенская,3,78.83,12,16,Летово,12371975,156945
Москва,Деснаречье ЖК,Фрунзенская,3,58.0,13,15,Ольховая,12261998,211413
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,57.0,2,9,Улица Горчакова,12441162,218266
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,68.0,11,19,Улица Горчакова,12424457,182712
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,53.5,7,9,Бунинская аллея,12451269,232734
Москва,Родные кварталы ЖК,Фрунзенская,3,60.0,7,10,Толстопальцево,12464714,207745
Москва,Квартал Западный ЖК,Фрунзенская,3,76.54,4,6,Рассказовка,12474642,162981
Москва,Не указано,Северное Измайлово,3,59.3,4,9,Щёлковская,12500000,210792
Москва,Цветочные Поляны,Фрунзенская,3,64.8,15,16,Филатов Луг,12616002,194691
Москва,Родные кварталы ЖК,Фрунзенская,3,62.9,2,9,Толстопальцево,12540688,199375
Москва,Движение. Говорово ЖК,Фрунзенская,3,52.42,2,15,Солнцево,12519587,238832
Москва,Новое Внуково ЖК,Фрунзенская,3,80.96,2,9,Рассказовка,12540704,154900
Москва,Новое Внуково ЖК,Фрунзенская,3,78.55,2,9,Рассказовка,12594314,160334
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.5,4,9,Улица Горчакова,12629833,198895
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,70.3,6,9,Бунинская аллея,12629261,179648
Москва,Подольские Кварталы ЖК,Фрунзенская,3,79.83,8,12,Силикатная,12605796,157908
Москва,Остафьево ЖК,Фрунзенская,3,80.53,10,14,Щербинка,12737189,158167
Москва,Родные кварталы ЖК,Фрунзенская,3,61.8,8,10,Толстопальцево,12689267,205327
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,59.8,6,9,Бунинская аллея,12717546,212667
Москва,Детали ЖК,Фрунзенская,3,72.4,3,23,Филатов Луг,12677035,175097
Москва,Не указано,Коптево,3,53.0,5,5,Коптево,12800000,241509
Москва,Не указано,Нагатино-Садовники,3,55.8,5,9,Варшавская,12800000,229390
Москва,Движение. Говорово ЖК,Фрунзенская,3,67.75,3,15,Солнцево,12879275,190100
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,55.2,12,12,Кедровая,12873000,233206
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,70.7,2,9,Улица Горчакова,12811264,181205
Москва,Цветочные Поляны,Фрунзенская,3,64.1,8,16,Филатов Луг,12856851,200574
Москва,Деснаречье ЖК,Фрунзенская,3,61.0,14,16,Ольховая,12754748,209094
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,54.3,6,14,Кедровая,12976000,238968
Москва,Остафьево ЖК,Фрунзенская,3,80.53,2,14,Щербинка,12913469,160356
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,70.5,7,9,Улица Горчакова,12982293,184146
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,64.6,3,18,Бунинская аллея,12933372,200206
Москва,Дзен-кварталы ЖК,Фрунзенская,3,54.9,3,9,Новомосковская,13026150,237270
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,73.3,12,19,Улица Горчакова,13054078,178091
Москва,Детали ЖК,Фрунзенская,3,74.6,4,23,Филатов Луг,13097457,175569
Москва,Молжаниново ЖК,Молжаниновский,3,81.28,15,16,Новоподрезково,13091770,161070
Москва,Движение. Говорово ЖК,Фрунзенская,3,56.55,2,15,Солнцево,13064551,231026
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.6,6,9,Улица Горчакова,13028142,204844
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,56.4,9,9,Улица Горчакова,13070362,231744
Москва,Деснаречье ЖК,Фрунзенская,3,63.7,15,15,Ольховая,13111639,205834
Москва,Деснаречье ЖК,Фрунзенская,3,67.9,12,15,Ольховая,13144310,193583
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,67.5,4,12,Кедровая,13092000,193955
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,67.4,2,12,Кедровая,13022000,193204
Москва,Квартал Марьино ЖК,Фрунзенская,3,76.46,17,17,Филатов Луг,13048977,170664
Москва,Деснаречье ЖК,Фрунзенская,3,70.9,2,15,Ольховая,13075448,184420
Москва,Никольские Луга ЖК,Южное Бутово,3,67.0,4,11,Щербинка,13110023,195671
Москва,Дзен-кварталы ЖК,Фрунзенская,3,56.7,6,11,Новомосковская,13226848,233277
Москва,Дзен-кварталы ЖК,Фрунзенская,3,57.1,10,13,Новомосковская,13244571,231953
Москва,Движение. Говорово ЖК,Фрунзенская,3,59.66,5,15,Солнцево,13293528,222821
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,61.1,12,17,Бунинская аллея,13250067,216858
Москва,Родные кварталы ЖК,Фрунзенская,3,70.9,2,9,Толстопальцево,13286660,187399
Москва,Родные кварталы ЖК,Фрунзенская,3,66.5,3,10,Толстопальцево,13167629,198009
Москва,Подольские Кварталы ЖК,Фрунзенская,3,80.86,3,9,Силикатная,13217133,163456
Москва,Эко Бунино ЖК,Фрунзенская,3,78.43,8,12,Летово,13209565,168424
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,60.5,18,20,Улица Горчакова,13210169,218349
Москва,Дзен-кварталы ЖК,Фрунзенская,3,59.3,3,9,Новомосковская,13344582,225035
Москва,Движение. Говорово ЖК,Фрунзенская,3,56.36,15,15,Солнцево,13360759,237061
Москва,Детали ЖК,Фрунзенская,3,73.4,2,23,Филатов Луг,13306995,181294
Москва,Остафьево ЖК,Фрунзенская,3,89.71,2,14,Щербинка,13390294,149261
Москва,Алхимово ЖК,Фрунзенская,3,71.35,3,15,Щербинка,13338921,186950
Москва,Родные кварталы ЖК,Фрунзенская,3,66.3,6,10,Толстопальцево,13311880,200782
Москва,Цветочные Поляны,Фрунзенская,3,74.2,15,16,Филатов Луг,13360786,180064
Москва,Квартал Западный ЖК,Фрунзенская,3,81.72,2,12,Рассказовка,13329513,163112
Москва,Квартал Западный ЖК,Фрунзенская,3,81.65,9,12,Рассказовка,13339405,163372
Москва,Молжаниново ЖК,Молжаниновский,3,78.44,15,16,Новоподрезково,13326721,169897
Москва,Квартал Западный ЖК,Фрунзенская,3,70.93,1,6,Рассказовка,13393404,188825
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,59.6,14,16,Бунинская аллея,13388663,224641
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,62.3,2,9,Бунинская аллея,13393690,214986
Москва,Не указано,Восточное Измайлово,3,57.9,2,9,Первомайская,13500000,233160
Москва,Не указано,Отрадное,3,53.0,7,9,Отрадное,13500000,254716
Москва,Дзен-кварталы ЖК,Фрунзенская,3,59.2,6,11,Новомосковская,13412971,226570
Москва,Дзен-кварталы ЖК,Фрунзенская,3,56.4,11,11,Новомосковская,13443857,238366
Москва,Дзен-кварталы ЖК,Фрунзенская,3,59.8,4,9,Новомосковская,13404562,224156
Москва,Не указано,Орехово-Борисово Южное,3,58.0,8,9,Домодедовская,13500000,232758
Москва,Детали ЖК,Фрунзенская,3,73.8,4,23,Филатов Луг,13453843,182301
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,78.4,2,9,Улица Горчакова,13482448,171969
Москва,Молжаниново ЖК,Молжаниновский,3,78.55,11,16,Новоподрезково,13547126,172465
Москва,Квартал Западный ЖК,Фрунзенская,3,78.56,3,5,Рассказовка,13406657,170655
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.1,6,9,Бунинская аллея,13420120,212680
Москва,Молжаниново ЖК,Молжаниновский,3,78.55,13,16,Новоподрезково,13625204,173458
Москва,Квартал Марьино ЖК,Фрунзенская,3,78.11,17,17,Филатов Луг,13600869,174124
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,59.6,1,12,Кедровая,13661000,229211
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,74.1,3,11,Кедровая,13675000,184547
Москва,Светлый Мир Станция Л ЖК,Люблино,3,53.49,3,25,Братиславская,13629252,254799
Москва,Светлый Мир Станция Л ЖК,Люблино,3,53.47,2,25,Перерва,13624156,254800
Москва,Движение. Говорово ЖК,Фрунзенская,3,61.98,2,15,Румянцево,13629402,219900
Москва,Движение. Говорово ЖК,Фрунзенская,3,50.9,3,15,Румянцево,13669791,268561
Москва,Родные кварталы ЖК,Фрунзенская,3,70.4,5,9,Толстопальцево,13688858,194444
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,72.1,11,11,Кедровая,13685000,189805
Москва,Квартал Марьино ЖК,Фрунзенская,3,78.8,7,17,Филатов Луг,13563306,172123
Москва,Эко Бунино ЖК,Фрунзенская,3,83.69,1,23,Летово,13668078,163317
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.2,8,9,Бунинская аллея,13561772,214584
Москва,Остафьево ЖК,Фрунзенская,3,87.33,6,14,Щербинка,13730110,157221
Москва,Дзен-кварталы ЖК,Фрунзенская,3,56.6,12,12,Новомосковская,13749078,242916
Москва,Светлый Мир Станция Л ЖК,Люблино,3,53.9,5,25,Братиславская,13733720,254800
Москва,Детали ЖК,Фрунзенская,3,69.6,9,23,Филатов Луг,13739684,197409
Москва,Движение. Говорово ЖК,Фрунзенская,3,52.28,1,15,Румянцево,13741072,262836
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,75.0,2,11,Кедровая,13785000,183800
Москва,Скандинавия ЖК,Фрунзенская,3,55.2,15,18,Бунинская аллея,13743180,248970
Москва,Движение. Говорово ЖК,Фрунзенская,3,66.82,1,15,Солнцево,13784966,206300
Москва,Не указано,Орехово-Борисово Южное,3,56.2,3,9,Домодедовская,13900000,247330
Москва,Не указано,Ховрино,3,51.7,6,9,Грачёвская,13900000,268858
Москва,Не указано,Богородское,3,64.7,5,12,Бульвар Рокоссовского,13800000,213292
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,73.1,11,12,Кедровая,13875000,189808
Москва,Светлый Мир Станция Л ЖК,Люблино,3,54.58,7,25,Братиславская,13906984,254800
Москва,Светлый Мир Станция Л ЖК,Люблино,3,49.57,17,25,Перерва,13800288,278399
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,73.3,2,9,Бунинская аллея,13941332,190195
Москва,Движение. Говорово ЖК,Фрунзенская,3,56.52,3,15,Румянцево,13886964,245699
Москва,Цветочные Поляны,Фрунзенская,3,75.8,8,14,Филатов Луг,13815233,182259
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,75.6,3,9,Улица Горчакова,13858916,183318
Москва,Подольские Кварталы ЖК,Фрунзенская,3,80.86,7,12,Силикатная,13836521,171117
Москва,Квартал Марьино ЖК,Фрунзенская,3,76.43,3,17,Филатов Луг,13895823,181811
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,75.0,6,15,Бунинская аллея,13859593,184794
Москва,Не указано,Коньково,3,60.1,4,9,Коньково,13898000,231247
Москва,Комплекс апартаментов ,Крюково,3,65.3,2,7,Нахабино,13935020,213400
Москва,Не указано,Фрунзенская,3,73.8,5,17,Ватутинки,13990000,189566
Москва,Не указано,Обручевский,3,52.5,6,16,Университет Дружбы Народов,14000000,266666
Москва,Не указано,Теплый Стан,3,58.2,8,9,Тёплый Стан,14000000,240549
Москва,Дзен-кварталы ЖК,Фрунзенская,3,62.8,3,8,Новомосковская,13982554,222652
Москва,Зелёный парк,Крюково,3,65.0,1,11,Зеленоград — Крюково,14024399,215759
Москва,Движение. Говорово ЖК,Фрунзенская,3,56.36,12,15,Румянцево,14044912,249200
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,59.2,3,18,Бунинская аллея,14011456,236679
Москва,Деснаречье ЖК,Фрунзенская,3,60.3,2,16,Ольховая,14014047,232405
Москва,Квартал Марьино ЖК,Фрунзенская,3,77.68,5,14,Филатов Луг,14086233,181336
Москва,Молжаниново ЖК,Молжаниновский,3,76.45,2,13,Новоподрезково,14029875,183517
Москва,Молжаниново ЖК,Молжаниновский,3,76.45,13,13,Новоподрезково,13990579,183002
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,62.1,3,9,Бунинская аллея,14013424,225659
Москва,Смарт Гарден ЖК,поселок Газопровод,3,60.02,13,16,Корниловская,14080277,234593
Москва,Детали ЖК,Фрунзенская,3,56.1,14,23,Филатов Луг,14178287,252732
Москва,Молжаниново ЖК,Молжаниновский,3,80.62,2,16,Новоподрезково,14150664,175522
Москва,Светлый Мир Станция Л ЖК,Люблино,3,55.58,5,25,Перерва,14161784,254800
Москва,Остафьево ЖК,Фрунзенская,3,77.91,13,14,Щербинка,14224012,182569
Москва,Алхимово ЖК,Фрунзенская,3,78.69,3,12,Щербинка,14203680,180501
Москва,Цветочные Поляны,Фрунзенская,3,75.1,12,16,Филатов Луг,14239926,189612
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,79.1,3,9,Улица Горчакова,14215219,179711
Москва,Родные кварталы ЖК,Фрунзенская,3,78.8,2,9,Толстопальцево,14108982,179047
Москва,Смарт Гарден ЖК,поселок Газопровод,3,60.09,10,16,Корниловская,14187393,236102
Москва,Смарт Гарден ЖК,поселок Газопровод,3,63.9,6,16,Корниловская,14168163,221723
Москва,Цветочные Поляны ЖК,Фрунзенская,3,68.21,10,13,Филатов Луг,14247762,208880
Москва,Подольские Кварталы ЖК,Фрунзенская,3,78.95,8,9,Силикатная,14179968,179606
Москва,Деснаречье ЖК,Фрунзенская,3,59.3,15,15,Ольховая,14170054,238955
Москва,Юнино,Фрунзенская,3,71.7,2,17,Щербинка,14203052,198089
Москва,Детали ЖК,Фрунзенская,3,79.1,2,23,Филатов Луг,14144694,178820
Москва,Город-парк Первый Московский,Фрунзенская,3,76.4,1,20,Филатов Луг,14103866,184605
Москва,Южные сады,Южное Бутово,3,55.9,7,30,Бунинская аллея,14343940,256600
Москва,Деснаречье ЖК,Фрунзенская,3,74.0,16,16,Ольховая,14288098,193082
Москва,Город-парк Первый Московский,Фрунзенская,3,75.1,2,20,Филатов Луг,14368580,191325
Москва,Дзен-кварталы ЖК,Фрунзенская,3,63.1,6,11,Новомосковская,14323089,226990
Москва,Светлый Мир Станция Л ЖК,Люблино,3,57.11,2,25,Братиславская,14380298,251800
Москва,Родные кварталы ЖК,Фрунзенская,3,69.8,4,9,Толстопальцево,14260559,204306
Москва,Детали ЖК,Фрунзенская,3,60.1,8,23,Филатов Луг,14376221,239205
Москва,Детали ЖК,Фрунзенская,3,80.8,4,23,Филатов Луг,14396148,178170
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,79.2,5,9,Улица Горчакова,14342170,181088
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,78.1,5,9,Улица Горчакова,14309170,183216
Москва,Деснаречье ЖК,Фрунзенская,3,75.4,14,15,Ольховая,14398445,190960
Москва,Детали ЖК,Фрунзенская,3,80.4,3,23,Филатов Луг,14285670,177682
Москва,Не указано,Ярославский,3,51.1,3,9,Медведково,14500000,283757
Москва,Светлый Мир Станция Л ЖК,Люблино,3,56.86,9,25,Перерва,14487928,254800
Москва,Детали ЖК,Фрунзенская,3,83.5,3,23,Филатов Луг,14429262,172805
Москва,Остафьево ЖК,Фрунзенская,3,75.07,11,14,Щербинка,14511666,193308
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,75.6,4,9,Улица Горчакова,14516107,192011
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,78.5,9,19,Бунинская аллея,14540634,185231
Москва,Родные кварталы ЖК,Фрунзенская,3,78.2,5,9,Толстопальцево,14528778,185789
Москва,Родные кварталы ЖК,Фрунзенская,3,71.2,5,10,Толстопальцево,14533700,204124
Москва,Дзен-кварталы ЖК,Фрунзенская,3,64.7,5,9,Новомосковская,14586896,225454
Москва,Дзен-кварталы ЖК,Фрунзенская,3,61.8,9,14,Новомосковская,14575123,235843
Москва,Светлый Мир Станция Л ЖК,Люблино,3,57.93,2,25,Братиславская,14586774,251800
Москва,Детали ЖК,Фрунзенская,3,83.4,2,23,Филатов Луг,14642465,175569
Москва,Движение. Говорово ЖК,Фрунзенская,3,71.1,1,15,Солнцево,14667930,206300
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,63.0,4,18,Бунинская аллея,14683284,233068
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,66.1,9,9,Бунинская аллея,14625683,221266
Москва,Смарт Гарден ЖК,поселок Газопровод,3,67.01,3,16,Корниловская,14663590,218826
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,64.0,2,9,Бунинская аллея,14610218,228284
Москва,Деснаречье ЖК,Фрунзенская,3,90.1,2,12,Ольховая,14604952,162097
Москва,Никольские Луга ЖК,Южное Бутово,3,78.3,2,17,Щербинка,14607491,186557
Москва,Не указано,Фрунзенская,3,74.5,13,18,Бунинская аллея,14750000,197986
Москва,Скандинавия ЖК,Фрунзенская,3,59.0,4,12,Бунинская аллея,14747698,249960
Москва,Деснаречье ЖК,Фрунзенская,3,63.3,14,15,Ольховая,14756749,233123
Москва,Прокшино ЖК,Фрунзенская,3,61.5,2,13,Прокшино,14785523,240415
Москва,Страна Заречная,Марьино,3,50.3,2,38,Перерва,14770000,293638
Москва,Не указано,Чертаново Северное,3,64.3,1,16,Южная,14800000,230171
Москва,Движение. Говорово ЖК,Фрунзенская,3,59.64,2,15,Румянцево,14857804,249124
Москва,Детали ЖК,Фрунзенская,3,60.7,14,23,Филатов Луг,14932928,246011
Москва,Деснаречье ЖК,Фрунзенская,3,75.5,15,16,Ольховая,14918340,197593
Москва,Прокшино ЖК,Фрунзенская,3,56.3,16,16,Прокшино,14944103,265436
Москва,Смарт Гарден ЖК,поселок Газопровод,3,64.23,3,16,Корниловская,14909754,232130
Москва,Смарт Гарден ЖК,поселок Газопровод,3,66.4,2,16,Корниловская,14806257,222985
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,63.6,1,9,Кедровая,14887000,234072
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,3,65.2,1,12,Кедровая,14944000,229202
Москва,Квартал Марьино ЖК,Фрунзенская,3,78.86,7,17,Филатов Луг,14873524,188606
Москва,Прокшино ЖК,Фрунзенская,3,61.1,3,13,Прокшино,14915121,244109
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,81.4,2,16,Бунинская аллея,14900959,183058
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,69.7,2,9,Улица Горчакова,14880532,213494
Москва,Бунинские Кварталы ЖК,Фрунзенская,3,67.6,2,8,Улица Горчакова,14845433,219606
Москва,Не указано,Вешняки,3,65.0,3,3,Вешняки,14950000,230000
Москва,Не указано,Вешняки,3,59.6,6,9,Новогиреево,14950000,250838
Москва,Не указано,Рязанский,3,70.0,7,8,Стахановская,14999000,214271
Москва,Не указано,Орехово-Борисово Южное,3,64.0,10,12,Домодедовская,15000000,234375
Москва,Дзен-кварталы ЖК,Фрунзенская,3,66.7,5,12,Новомосковская,15096810,226338
