location,residential_complex,district,rooms_count,total_meters,floor,floors_count,underground,price,price_for_m
Москва,Эко Бунино,Фрунзенская,2,61.0,9,14,Потапово,10700000,175409
Москва,Остафьево ЖК,Фрунзенская,2,54.97,10,14,Щербинка,10715027,194924
Москва,Дзен-кварталы ЖК,Фрунзенская,2,43.2,5,8,Новомосковская,10679414,247208
Москва,Дзен-кварталы ЖК,Фрунзенская,2,38.7,7,9,Новомосковская,10741417,277555
Москва,Дзен-кварталы ЖК,Фрунзенская,2,41.7,2,12,Новомосковская,10681580,256152
Москва,Детали ЖК,Фрунзенская,2,58.0,3,23,Филатов Луг,10738996,185155
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,70.2,2,19,Бунинская аллея,10732829,152889
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,49.6,13,19,Улица Горчакова,10741574,216563
Москва,Деснаречье ЖК,Фрунзенская,2,48.5,14,15,Ольховая,10701175,220642
Москва,Скандинавия ЖК,Фрунзенская,2,36.2,12,19,Бунинская аллея,10716533,296036
Москва,Скандинавия ЖК,Фрунзенская,2,41.4,2,15,Бунинская аллея,10685707,258108
Москва,Середневский Лес ЖК,Фрунзенская,2,57.4,2,9,Филатов Луг,10742409,187149
Москва,Середневский Лес ЖК,Фрунзенская,2,52.0,3,9,Филатов Луг,10690159,205579
Москва,Квартал Западный ЖК,Фрунзенская,2,60.02,6,14,Рассказовка,10677678,177901
Москва,Юнино,Фрунзенская,2,48.2,2,17,Щербинка,10699966,221990
Москва,Не указано,Фрунзенская,2,61.0,2,12,Силикатная,10830000,177540
Москва,Не указано,Западное Дегунино,2,54.0,1,17,Грачёвская,10790000,199814
Москва,Остафьево ЖК,Фрунзенская,2,57.4,12,12,Щербинка,10886254,189655
Москва,Прокшино ЖК,Фрунзенская,2,34.4,4,16,Прокшино,10817218,314454
Москва,Дзен-кварталы ЖК,Фрунзенская,2,44.8,3,11,Новомосковская,10890156,243083
Москва,Clementine,Бибирево,2,49.0,2,8,Алтуфьево,10770200,219800
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,44.4,2,18,Бунинская аллея,10783206,242865
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,55.3,2,8,Улица Горчакова,10842295,196063
Москва,Остафьево ЖК,Фрунзенская,2,55.61,4,14,Щербинка,10875147,195560
Москва,Новое Внуково ЖК,Фрунзенская,2,55.03,8,10,Рассказовка,10895115,197985
Москва,Новое Внуково,Фрунзенская,2,57.7,3,14,Рассказовка,10844591,187947
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,47.1,12,17,Улица Горчакова,10807707,229462
Москва,Родные кварталы ЖК,Фрунзенская,2,49.5,5,10,Толстопальцево,10821443,218615
Москва,Цветочные Поляны,Фрунзенская,2,57.8,11,16,Филатов Луг,10860606,187899
Москва,Никольские Луга ЖК,Южное Бутово,2,54.5,3,17,Щербинка,10887137,199763
Москва,Никольские Луга ЖК,Южное Бутово,2,54.0,6,11,Щербинка,10872629,201344
Москва,Молжаниново ЖК,Молжаниновский,2,51.83,1,16,Новоподрезково,10839778,209140
Москва,Подольские Кварталы ЖК,Фрунзенская,2,60.6,9,9,Силикатная,10816130,178483
Москва,Цветочные Поляны,Фрунзенская,2,55.2,11,16,Филатов Луг,10817448,195968
Москва,Середневский Лес ЖК,Фрунзенская,2,50.94,6,9,Филатов Луг,10864228,213274
Москва,Не указано,Чертаново Центральное,2,43.1,1,9,Пражская,10800000,250580
Москва,Не указано,Бибирево,2,44.1,1,9,Бибирево,10800000,244897
Москва,Не указано,Ивановское,2,46.0,8,9,Новогиреево,10950000,238043
Москва,Не указано,Царицыно,2,39.2,5,12,Кантемировская,10900000,278061
Москва,Не указано,Выхино-Жулебино,2,50.0,4,12,Юго-Восточная,10950000,219000
Москва,Тропарево Парк,Фрунзенская,2,55.61,12,23,Румянцево,10982891,197498
Москва,Цветочные Поляны ЖК,Фрунзенская,2,51.78,4,20,Филатов Луг,10928130,211049
Москва,Остафьево ЖК,Фрунзенская,2,59.65,14,14,Щербинка,10972498,183947
Москва,Новое Внуково ЖК,Фрунзенская,2,60.61,4,9,Рассказовка,10959318,180816
Москва,Новое Внуково ЖК,Фрунзенская,2,59.6,1,8,Рассказовка,10982242,184265
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,47.3,2,20,Улица Горчакова,10998570,232527
Москва,Деснаречье ЖК,Фрунзенская,2,51.9,15,15,Ольховая,10945861,210902
Москва,Середневский Лес ЖК,Фрунзенская,2,59.5,2,9,Филатов Луг,10960197,184204
Москва,Квартал Марьино ЖК,Фрунзенская,2,51.71,3,17,Филатов Луг,10925212,211278
Москва,Квартал Западный ЖК,Фрунзенская,2,58.03,6,6,Рассказовка,10985137,189300
Москва,Скандинавия,Фрунзенская,2,37.5,8,16,Бунинская аллея,10937813,291675
Москва,Не указано,Вешняки,2,43.0,4,9,Новогиреево,11000000,255813
Москва,Квартал Герцена ЖК,Бирюлево Восточное,2,42.88,10,16,Орехово,11002001,256576
Москва,Дзен-кварталы ЖК,Фрунзенская,2,50.4,10,11,Новомосковская,11041985,219087
Москва,Дзен-кварталы ЖК,Фрунзенская,2,38.6,10,10,Новомосковская,11066427,286694
Москва,Детали ЖК,Фрунзенская,2,58.6,4,23,Филатов Луг,11076338,189016
Москва,Скандинавия ЖК,Фрунзенская,2,38.0,2,9,Бунинская аллея,11099914,292103
Москва,Середневский Лес ЖК,Фрунзенская,2,57.5,2,9,Филатов Луг,11088874,192849
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,48.7,1,11,Кедровая,11077000,227453
Москва,Ольховый Квартал ЖК,Фрунзенская,2,42.9,6,16,Ольховая,11062184,257859
Москва,Эко Бунино ЖК,Фрунзенская,2,56.34,6,14,Летово,11027284,195727
Москва,Никольские Луга ЖК,Южное Бутово,2,57.4,2,11,Щербинка,11060750,192695
Москва,Большая Академическая 85 ЖК,Тимирязевский,2,46.2,16,24,Окружная,11073446,239684
Москва,Борисоглебское,Фрунзенская,2,54.5,3,3,Апрелевка,11063500,203000
Москва,EvoPark Измайлово,Перово,2,39.66,4,18,Шоссе Энтузиастов,11132562,280700
Москва,МИРАПОЛИС,Ярославский,2,37.9,4,36,Ростокино,11142600,294000
Москва,Тропарево Парк,Фрунзенская,2,57.27,17,23,Румянцево,11108731,193971
Москва,Молжаниново ЖК,Молжаниновский,2,57.57,1,7,Новоподрезково,11185909,194301
Москва,Дзен-кварталы ЖК,Фрунзенская,2,39.4,11,16,Новомосковская,11130929,282510
Москва,Дзен-кварталы ЖК,Фрунзенская,2,48.9,8,24,Новомосковская,11119699,227396
Москва,Дзен-кварталы ЖК,Фрунзенская,2,38.5,18,18,Новомосковская,11179823,290385
Москва,Clementine,Бибирево,2,52.3,1,8,Алтуфьево,11171280,213600
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,49.7,3,11,Кедровая,11192000,225191
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,50.3,4,8,Улица Горчакова,11168252,222032
Москва,Скандинавия,Фрунзенская,2,37.3,12,16,Бунинская аллея,11113274,297943
Москва,Цветочные Поляны ЖК,Фрунзенская,2,52.75,9,13,Филатов Луг,11132935,211050
Москва,Цветочные Поляны,Фрунзенская,2,56.7,16,16,Филатов Луг,11137197,196423
Москва,Новое Внуково ЖК,Фрунзенская,2,62.02,6,9,Рассказовка,11162298,179979
Москва,Новое Внуково ЖК,Фрунзенская,2,53.89,1,8,Рассказовка,11158162,207054
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,50.5,3,8,Улица Горчакова,11139018,220574
Москва,Деснаречье ЖК,Фрунзенская,2,38.1,10,15,Ольховая,11163001,292992
Москва,Прокшино ЖК,Фрунзенская,2,36.4,17,17,Прокшино,11130465,305782
Москва,Цветочные Поляны ЖК,Фрунзенская,2,51.9,11,18,Филатов Луг,11141659,214675
Москва,Квартал Марьино ЖК,Фрунзенская,2,54.2,5,17,Филатов Луг,11160345,205910
Москва,Эко Бунино ЖК,Фрунзенская,2,67.18,6,14,Летово,11152619,166011
Москва,Молжаниново ЖК,Молжаниновский,2,57.48,1,16,Новоподрезково,11107895,193247
Москва,Молжаниново ЖК,Молжаниновский,2,51.89,12,16,Новоподрезково,11144260,214767
Москва,Светлый Мир Станция Л ЖК,Люблино,2,42.17,2,25,Братиславская,11160291,264650
Москва,Не указано,Ховрино,2,44.0,7,9,Беломорская,11200000,254545
Москва,Не указано,Можайский,2,37.8,5,14,Сетунь,11200000,296296
Москва,Квартал Марьино ЖК,Фрунзенская,2,53.74,3,17,Филатов Луг,11268492,209685
Москва,Дзен-кварталы ЖК,Фрунзенская,2,44.4,11,11,Новомосковская,11207104,252412
Москва,Дзен-кварталы ЖК,Фрунзенская,2,49.5,14,18,Новомосковская,11252662,227326
Москва,Не указано,Перово,2,56.0,5,5,Перово,11250000,200892
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,49.1,2,20,Улица Горчакова,11293054,230001
Москва,Цветочные Поляны,Фрунзенская,2,56.7,15,16,Филатов Луг,11254230,198487
Москва,Новое Внуково ЖК,Фрунзенская,2,60.3,8,9,Рассказовка,11279055,187049
Москва,Скандинавия,Фрунзенская,2,38.9,10,16,Бунинская аллея,11268085,289667
Москва,Середневский Лес ЖК,Фрунзенская,2,62.9,9,9,Филатов Луг,11257841,178979
Москва,Ольховый Квартал ЖК,Фрунзенская,2,42.9,2,16,Ольховая,11271836,262746
Москва,Молжаниново ЖК,Молжаниновский,2,57.46,1,13,Новоподрезково,11226937,195386
Москва,Деснаречье ЖК,Фрунзенская,2,54.0,7,12,Ольховая,11245545,208250
Москва,Скандинавия ЖК,Фрунзенская,2,40.2,5,9,Бунинская аллея,11298924,281067
Москва,Город-парк Первый Московский,Фрунзенская,2,54.3,1,20,Филатов Луг,11279868,207732
Москва,Середневский Лес ЖК,Фрунзенская,2,53.64,9,9,Филатов Луг,11266813,210044
Москва,Середневский Лес ЖК,Фрунзенская,2,58.01,9,9,Филатов Луг,11225805,193514
Москва,Не указано,Фрунзенская,2,48.4,4,12,Филатов Луг,11400000,235537
Москва,Не указано,Восточное Дегунино,2,44.6,2,9,Яхромская,11349000,254461
Москва,Дзен-кварталы ЖК,Фрунзенская,2,38.6,16,18,Новомосковская,11344115,293888
Москва,Дзен-кварталы ЖК,Фрунзенская,2,38.4,18,18,Новомосковская,11361254,295865
Москва,Clementine,Бибирево,2,51.3,2,8,Алтуфьево,11373210,221700
Москва,Цветочные Поляны,Фрунзенская,2,56.9,16,16,Филатов Луг,11390707,200188
Москва,Алхимово ЖК,Фрунзенская,2,54.49,3,15,Щербинка,11344875,208201
Москва,Алхимово ЖК,Фрунзенская,2,53.42,10,13,Щербинка,11315214,211816
Москва,Детали ЖК,Фрунзенская,2,45.5,12,23,Филатов Луг,11351818,249490
Москва,Скандинавия,Фрунзенская,2,39.6,10,16,Бунинская аллея,11404681,287996
Москва,Цветочные Поляны,Фрунзенская,2,57.7,16,16,Филатов Луг,11412708,197793
Москва,Зелёный парк,Крюково,2,49.7,4,11,Зеленоград — Крюково,11421209,229802
Москва,Большая Академическая 85 ЖК,Тимирязевский,2,44.1,21,24,Окружная,11361923,257639
Москва,Зелёный парк,Крюково,2,52.1,3,11,Зеленоград — Крюково,11400990,218828
Москва,Скандинавия ЖК,Фрунзенская,2,38.0,6,17,Бунинская аллея,11398442,299959
Москва,Цветочные Поляны ЖК,Фрунзенская,2,54.85,5,20,Филатов Луг,11403654,207906
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,37.4,17,19,Бунинская аллея,11404831,304942
Москва,Прокшино ЖК,Фрунзенская,2,38.4,9,12,Прокшино,11327194,294979
Москва,Юнино ЖК,Фрунзенская,2,50.8,16,17,Щербинка,11447221,225338
Москва,Середневский Лес ЖК,Фрунзенская,2,56.45,5,9,Филатов Луг,11358304,201209
Москва,Середневский Лес ЖК,Фрунзенская,2,56.0,5,9,Филатов Луг,11363519,202919
Москва,Не указано,Выхино-Жулебино,2,50.5,6,16,Юго-Восточная,11500000,227722
Москва,Не указано,Молжаниновский,2,54.9,13,19,Новоподрезково,11500000,209471
Москва,Скандинавия,Фрунзенская,2,41.6,2,15,Потапово,11500000,276442
Москва,Не указано,Северное Тушино,2,44.5,8,9,Планерная,11500000,258426
Москва,Не указано,Ясенево,2,53.6,4,16,Новоясеневская,11450000,213619
Москва,Не указано,Головинский,2,42.1,4,17,Водный стадион,11500000,273159
Москва,Дзен-кварталы ЖК,Фрунзенская,2,49.4,17,23,Новомосковская,11546435,233733
Москва,Зелёный парк,Крюково,2,51.7,21,25,Зеленоград — Крюково,11505783,222548
Москва,Цветочные Поляны,Фрунзенская,2,59.1,14,14,Филатов Луг,11468433,194051
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,55.1,3,14,Кедровая,11462000,208021
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,52.2,4,20,Улица Горчакова,11525462,220794
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,51.0,9,18,Бунинская аллея,11450168,224513
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,58.9,13,17,Бунинская аллея,11478361,194878
Москва,Родные кварталы ЖК,Фрунзенская,2,57.2,3,9,Толстопальцево,11519296,201386
Москва,Смарт Гарден ЖК,поселок Газопровод,2,47.02,2,16,Корниловская,11486670,244293
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,50.6,1,12,Кедровая,11509000,227450
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,52.2,9,14,Кедровая,11511000,220517
Москва,Ольховый Квартал ЖК,Фрунзенская,2,41.2,3,16,Ольховая,11492658,278948
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,63.9,2,19,Бунинская аллея,11460995,179358
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,47.5,5,20,Улица Горчакова,11492524,241947
Москва,Середневский Лес ЖК,Фрунзенская,2,59.45,2,9,Филатов Луг,11510114,193609
Москва,Середневский Лес ЖК,Фрунзенская,2,63.7,2,9,Филатов Луг,11455489,179834
Москва,Не указано,Северное Медведково,2,42.8,2,9,Медведково,11600000,271028
Москва,Не указано,Гольяново,2,43.0,8,9,Щёлковская,11550000,268604
Москва,Дзен-кварталы ЖК,Фрунзенская,2,45.7,3,8,Новомосковская,11597415,253772
Москва,Дзен-кварталы ЖК,Фрунзенская,2,43.6,2,7,Новомосковская,11593894,265914
Москва,Дзен-кварталы ЖК,Фрунзенская,2,53.0,15,18,Новомосковская,11558139,218078
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,55.5,6,14,Кедровая,11629000,209531
Москва,Зелёный парк,Крюково,2,54.0,2,12,Зеленоград — Крюково,11605841,214922
Москва,Южные сады,Южное Бутово,2,36.4,8,30,Бунинская аллея,11624777,319362
Москва,Алхимово ЖК,Фрунзенская,2,52.91,3,12,Щербинка,11622897,219672
Москва,Алхимово ЖК,Фрунзенская,2,51.71,12,12,Щербинка,11573821,223821
Москва,Движение. Говорово ЖК,Фрунзенская,2,53.72,1,15,Солнцево,11573276,215437
Москва,Цветочные Поляны,Фрунзенская,2,61.7,9,16,Филатов Луг,11580366,187688
Москва,Скандинавия ЖК,Фрунзенская,2,39.9,8,17,Бунинская аллея,11573434,290061
Москва,Прокшино ЖК,Фрунзенская,2,39.3,10,12,Прокшино,11644629,296300
Москва,Родные кварталы ЖК,Фрунзенская,2,56.5,2,9,Толстопальцево,11600128,205312
Москва,Подольские Кварталы ЖК,Фрунзенская,2,60.96,3,9,Силикатная,11616964,190566
Москва,Молжаниново ЖК,Молжаниновский,2,53.0,1,15,Новоподрезково,11578433,218461
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,49.7,16,17,Бунинская аллея,11622594,233855
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,48.4,2,9,Бунинская аллея,11554484,238729
Москва,Прокшино ЖК,Фрунзенская,2,37.1,2,17,Прокшино,11637491,313679
Москва,Середневский Лес ЖК,Фрунзенская,2,56.98,3,9,Филатов Луг,11584033,203299
Москва,Смарт Гарден ЖК,поселок Газопровод,2,44.58,3,16,Корниловская,11638316,261065
Москва,Город-парк Первый Московский,Фрунзенская,2,52.7,1,19,Филатов Луг,11597262,220061
Москва,ФизтехСити,Северный,2,44.5,12,20,Новодачная,11792500,265000
Москва,ФизтехСити,Северный,2,44.3,17,20,Новодачная,11739500,265000
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,52.5,2,14,Кедровая,11795000,224666
Москва,Тропарево Парк,Фрунзенская,2,66.06,2,23,Румянцево,11689014,176945
Москва,Дзен-кварталы ЖК,Фрунзенская,2,46.6,9,11,Новомосковская,11765317,252474
Москва,Дзен-кварталы ЖК,Фрунзенская,2,40.1,9,10,Новомосковская,11686423,291431
Москва,Дзен-кварталы ЖК,Фрунзенская,2,36.1,7,16,Новомосковская,11698891,324069
Москва,Дзен-кварталы ЖК,Фрунзенская,2,56.3,2,24,Новомосковская,11735375,208443
Москва,Большая Академическая 85 ЖК,Тимирязевский,2,46.8,17,24,Окружная,11781899,251749
Москва,Никольские Луга ЖК,Южное Бутово,2,62.5,3,11,Щербинка,11729624,187673
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,55.6,7,9,Бунинская аллея,11658319,209681
Москва,Южные Сады ЖК,Южное Бутово,2,40.4,21,30,Бунинская аллея,11781903,291631
Москва,Алхимово ЖК,Фрунзенская,2,54.3,3,13,Щербинка,11759817,216571
Москва,Алхимово ЖК,Фрунзенская,2,51.83,2,15,Щербинка,11713184,225992
Москва,Алхимово ЖК,Фрунзенская,2,54.58,14,15,Щербинка,11752986,215335
Москва,Прокшино ЖК,Фрунзенская,2,41.5,7,13,Прокшино,11765499,283506
Москва,Смарт Гарден ЖК,поселок Газопровод,2,46.26,10,16,Корниловская,11742005,253826
Москва,Смарт Гарден ЖК,поселок Газопровод,2,46.5,3,16,Корниловская,11717687,251993
Москва,Зелёный парк,Крюково,2,52.9,2,28,Зеленоград — Крюково,11772842,222548
Москва,Большая Академическая 85 ЖК,Тимирязевский,2,48.8,7,24,Окружная,11766167,241109
Москва,Квартал Западный ЖК,Фрунзенская,2,57.44,1,7,Рассказовка,11720272,204043
Москва,Квартал Западный ЖК,Фрунзенская,2,60.15,6,14,Рассказовка,11710303,194685
Москва,Эко Бунино ЖК,Фрунзенская,2,50.9,11,15,Летово,11792313,231676
Москва,Эко Бунино ЖК,Фрунзенская,2,48.0,11,15,Летово,11745744,244703
Москва,Молжаниново ЖК,Молжаниновский,2,57.48,1,16,Новоподрезково,11689938,203374
Москва,Молжаниново ЖК,Молжаниновский,2,56.38,1,13,Новоподрезково,11726758,207994
Москва,Квартал Марьино ЖК,Фрунзенская,2,57.16,3,17,Филатов Луг,11705996,204793
Москва,Квартал Марьино ЖК,Фрунзенская,2,56.98,7,14,Филатов Луг,11793310,206972
Москва,Прокшино ЖК,Фрунзенская,2,40.7,13,13,Прокшино,11782528,289497
Москва,Не указано,Выхино-Жулебино,2,43.7,11,14,Юго-Восточная,11650000,266590
Москва,Смарт Гарден ЖК,поселок Газопровод,2,46.26,6,16,Корниловская,11693602,252779
Москва,Мир Митино,Митино,2,41.0,25,26,Пятницкое шоссе,11700000,285365
Москва,Не указано,Вешняки,2,44.2,6,9,Выхино,11800000,266968
Москва,ФизтехСити,Северный,2,44.4,3,20,Новодачная,11854800,267000
Москва,МИРАПОЛИС,Ярославский,2,41.2,3,36,Ростокино,11886200,288499
Москва,Молжаниново ЖК,Молжаниновский,2,53.88,4,16,Новоподрезково,11869387,220293
Москва,Город-парк Первый Московский,Фрунзенская,2,56.4,18,22,Рассказовка,11855040,210195
Москва,Дзен-кварталы ЖК,Фрунзенская,2,44.6,3,12,Новомосковская,11898714,266787
Москва,Дзен-кварталы ЖК,Фрунзенская,2,51.4,3,13,Новомосковская,11890568,231334
Москва,Дзен-кварталы ЖК,Фрунзенская,2,47.3,3,9,Новомосковская,11820932,249913
Москва,Середневский Лес ЖК,Фрунзенская,2,56.51,6,9,Филатов Луг,11805221,208904
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,58.3,2,9,Бунинская аллея,11837465,203043
Москва,Скандинавия ЖК,Фрунзенская,2,49.0,4,19,Бунинская аллея,11857310,241985
Москва,Алхимово ЖК,Фрунзенская,2,56.71,3,13,Щербинка,11847655,208916
Москва,Алхимово ЖК,Фрунзенская,2,54.49,5,15,Щербинка,11843091,217344
Москва,FOREVILLE,Фрунзенская,2,50.9,3,17,Корниловская,11860000,233005
Москва,Новое Внуково ЖК,Фрунзенская,2,54.5,8,8,Рассказовка,11897484,218302
Москва,Новое Внуково ЖК,Фрунзенская,2,57.41,1,7,Рассказовка,11800004,205539
Москва,Прокшино ЖК,Фрунзенская,2,36.8,15,15,Филатов Луг,11815707,321078
Москва,Скандинавия,Фрунзенская,2,41.7,2,16,Бунинская аллея,11888712,285101
Москва,Деснаречье ЖК,Фрунзенская,2,51.0,12,15,Ольховая,11890208,233141
Москва,Южные Сады ЖК,Южное Бутово,2,38.4,23,30,Бунинская аллея,11861069,308882
Москва,Тропарево Парк,Фрунзенская,2,54.83,2,23,Румянцево,11877980,216632
Москва,Не указано,Выхино-Жулебино,2,45.4,9,12,Рязанский проспект,11800000,259911
Москва,Прокшино ЖК,Фрунзенская,2,39.1,12,12,Филатов Луг,11803508,301879
Москва,Варшавские Ворота ЖК,Чертаново Южное,2,54.3,2,9,Аннино,11887465,218922
Москва,Детали ЖК,Фрунзенская,2,67.3,4,23,Филатов Луг,11873478,176426
Москва,Апарт-отель Сигма Силино,Силино,2,52.73,6,14,Зеленоград — Крюково,11862950,224975
Москва,Не указано,Текстильщики,2,44.2,9,12,Печатники,11990000,271266
Москва,Дзен-кварталы ЖК,Фрунзенская,2,53.2,14,23,Новомосковская,11967405,224951
Москва,Дзен-кварталы ЖК,Фрунзенская,2,51.6,2,11,Новомосковская,11983532,232238
Москва,Дзен-кварталы ЖК,Фрунзенская,2,35.8,8,16,Новомосковская,11908512,332640
Москва,"Новые Ватутинки, мкр. Заречный",Фрунзенская,2,45.3,2,12,Кедровая,11955000,263907
Москва,Прокшино ЖК,Фрунзенская,2,47.9,2,12,Прокшино,11965550,249802
Москва,Скандинавия ЖК,Фрунзенская,2,36.1,8,17,Бунинская аллея,11996969,332326
Москва,Алхимово ЖК,Фрунзенская,2,57.59,5,13,Щербинка,11919009,206963
Москва,Цветочные Поляны,Фрунзенская,2,57.7,16,16,Филатов Луг,11918116,206553
Москва,Прокшино ЖК,Фрунзенская,2,42.1,2,12,Филатов Луг,11917836,283083
Москва,Прокшино ЖК,Фрунзенская,2,42.1,11,17,Прокшино,11935939,283513
Москва,Южные сады,Южное Бутово,2,36.6,14,30,Бунинская аллея,11992660,327668
Москва,Подольские Кварталы ЖК,Фрунзенская,2,59.63,1,9,Силикатная,11956647,200513
Москва,Квартал Западный ЖК,Фрунзенская,2,53.92,1,5,Рассказовка,11917486,221021
Москва,Н'айс Лофт ЖК,Нижегородский,2,36.14,1,21,Калитники,11952596,330730
Москва,Молжаниново ЖК,Молжаниновский,2,60.38,17,17,Новоподрезково,11979558,198402
Москва,Страна Заречная,Марьино,2,35.6,2,38,Перерва,11980000,336516
Москва,Зелёный парк,Крюково,2,48.6,15,25,Зеленоград — Крюково,11995549,246821
Москва,Детали ЖК,Фрунзенская,2,65.8,3,23,Филатов Луг,11962295,181797
Москва,Не указано,Текстильщики,2,50.3,9,9,Текстильщики,12000000,238568
Москва,Не указано,Зябликово,2,46.0,4,9,Шипиловская,12000000,260869
Москва,Тропарево Парк,Фрунзенская,2,50.5,16,16,Румянцево,12000000,237623
Москва,Не указано,Можайский,2,37.9,4,9,Рабочий посёлок,12000000,316622
Москва,Амурский парк,Гольяново,2,32.1,2,33,Черкизовская,12000000,373831
Москва,Не указано,Люблино,2,47.0,3,12,Люблино,12000000,255319
Москва,Не указано,Капотня,2,48.4,6,12,Люблино,12000000,247933
Москва,Мякинино парк,Кунцево,2,49.9,14,15,Строгино,12148654,243460
Москва,EvoPark Измайлово,Перово,2,43.25,4,18,Шоссе Энтузиастов,12127300,280400
Москва,1-й Ясеневский ЖК,Фрунзенская,2,46.8,3,16,Тёплый Стан,12044448,257360
Москва,Молжаниново ЖК,Молжаниновский,2,58.06,1,14,Новоподрезково,12026432,207137
Москва,Молжаниново ЖК,Молжаниновский,2,57.77,1,13,Новоподрезково,12059141,208744
Москва,Дзен-кварталы ЖК,Фрунзенская,2,50.5,6,11,Новомосковская,12042174,238458
Москва,Дзен-кварталы ЖК,Фрунзенская,2,45.2,5,9,Новомосковская,12074909,267144
Москва,Дзен-кварталы ЖК,Фрунзенская,2,39.6,5,16,Новомосковская,12066793,304716
Москва,Измайловский Парк,Соколиная гора,2,32.71,15,24,Измайлово,12108104,370165
Москва,Дзен-кварталы ЖК,Фрунзенская,2,52.2,20,24,Новомосковская,12017531,230220
Москва,Цветочные Поляны ЖК,Фрунзенская,2,58.59,6,14,Филатов Луг,12066347,205945
Москва,Прокшино ЖК,Фрунзенская,2,40.6,14,15,Филатов Луг,12055602,296936
Москва,Город-парк Первый Московский,Фрунзенская,2,54.5,15,22,Рассказовка,12036641,220855
Москва,Зелёный парк,Крюково,2,52.9,12,12,Зеленоград — Крюково,12102461,228779
Москва,Зелёный парк,Крюково,2,55.2,4,12,Зеленоград — Крюково,12140963,219944
Москва,Бунинские Кварталы ЖК,Фрунзенская,2,50.1,15,18,Бунинская аллея,12016214,239844
Москва,Скандинавия ЖК,Фрунзенская,2,48.9,9,18,Бунинская аллея,12080504,247045
Москва,Остафьево ЖК,Фрунзенская,2,51.94,14,14,Щербинка,12026355,231543
Москва,Апарт-комплекс Легендарный квартал,Останкинский,2,47.6,3,18,Ботанический сад,12024950,252624
Москва,Алхимово ЖК,Фрунзенская,2,60.12,2,15,Щербинка,12061251,200619
Москва,FOREVILLE,Фрунзенская,2,49.5,4,17,Корниловская,12127500,245000
Москва,Детали ЖК,Фрунзенская,2,46.5,10,23,Филатов Луг,12046592,259066
Москва,Детали ЖК,Фрунзенская,2,65.1,4,23,Филатов Луг,12086381,185658
Москва,Новое Внуково ЖК,Фрунзенская,2,59.18,1,7,Рассказовка,12007159,202892
Москва,Прокшино ЖК,Фрунзенская,2,39.6,15,15,Филатов Луг,12082752,305119
Москва,Южные Сады ЖК,Южное Бутово,2,40.3,24,30,Бунинская аллея,12107366,300430
Москва,Скандинавия ЖК,Фрунзенская,2,48.8,4,14,Бунинская аллея,12114555,248249
Москва,Прокшино ЖК,Фрунзенская,2,43.7,2,13,Прокшино,12034849,275397
Москва,Прокшино ЖК,Фрунзенская,2,34.1,13,16,Прокшино,12078663,354212
Москва,Смарт Гарден ЖК,поселок Газопровод,2,44.65,2,16,Корниловская,12101936,271040
Москва,Смарт Гарден ЖК,поселок Газопровод,2,44.4,2,16,Корниловская,12034293,271042
Москва,Середневский Лес ЖК,Фрунзенская,2,64.8,2,9,Филатов Луг,12139631,187339
Москва,Зелёный парк,Крюково,2,56.2,2,28,Зеленоград — Крюково,12146618,216131
Москва,Тропарево Парк,Фрунзенская,2,54.25,15,23,Румянцево,12086986,222801
Москва,Эко Бунино ЖК,Фрунзенская,2,61.95,10,19,Летово,12123181,195692
Москва,Квартал Западный ЖК,Фрунзенская,2,53.1,1,5,Рассказовка,12145746,228733
Москва,Прокшино ЖК,Фрунзенская,2,42.6,9,16,Прокшино,12119913,284504
Москва,Не указано,Крюково,2,50.2,11,17,Зеленоград — Крюково,9200000,183266
Москва,Не указано,Старое Крюково,2,50.0,12,16,Зеленоград — Крюково,13000000,260000
Москва,Не указано,Савёлки,2,44.3,11,14,Зеленоград — Крюково,12000000,270880
